date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:00:48	921464/921464	---MCZ	200	added ('OK')	text/html	etag:W/%2254a87b14bfe5c1a35f02037a6c1d9312%22	https://www.duana.info/en/l-%c3%a9veil-spirituel	C:/My%20Web%20Sites/task1234/www.duana.info/en/l-%c3%a9veil-spirituel.html	(from https://www.duana.info/en)
04:00:49	927838/927838	---MCZ	200	added ('OK')	text/html	etag:W/%222f85be02118254c31ee6403e5b388595%22	https://www.duana.info/en/empathe	C:/My%20Web%20Sites/task1234/www.duana.info/en/empathe.html	(from https://www.duana.info/en)
04:00:51	916947/916947	---MCZ	200	added ('OK')	text/html	etag:W/%22b8290294d97e81cec45bec91e83382ed%22	https://www.duana.info/en/medium	C:/My%20Web%20Sites/task1234/www.duana.info/en/medium.html	(from https://www.duana.info/en)
04:00:54	924823/924823	---MCZ	200	added ('OK')	text/html	etag:W/%226ec9f708a151c65cf0e4b64b7345956a%22	https://www.duana.info/en/voyante	C:/My%20Web%20Sites/task1234/www.duana.info/en/voyante.html	(from https://www.duana.info/en)
04:00:56	914925/914925	---MCZ	200	added ('OK')	text/html	etag:W/%2292b8a80a298280d7a7e8d25a60e2d234%22	https://www.duana.info/en/gu%c3%a9risseur	C:/My%20Web%20Sites/task1234/www.duana.info/en/gu%c3%a9risseur.html	(from https://www.duana.info/en)
04:00:59	921285/921285	---MCZ	200	added ('OK')	text/html	etag:W/%229bae6196d72aa2b5917b0d1c0702be68%22	https://www.duana.info/en/chamane	C:/My%20Web%20Sites/task1234/www.duana.info/en/chamane.html	(from https://www.duana.info/en)
04:01:01	908631/908631	---MCZ	200	added ('OK')	text/html	etag:W/%22abe0f3079fac81d12ebee91b3baf4619%22	https://www.duana.info/en/signes-et-messages-de-l-univers	C:/My%20Web%20Sites/task1234/www.duana.info/en/signes-et-messages-de-l-univers.html	(from https://www.duana.info/en)
04:01:04	924979/924979	---MCZ	200	added ('OK')	text/html	etag:W/%2286470b4fd96e69c84590f23c37cb8f19%22	https://www.duana.info/en/taux-vibratoire-vibratory-rate	C:/My%20Web%20Sites/task1234/www.duana.info/en/taux-vibratoire-vibratory-rate.html	(from https://www.duana.info/en)
04:01:09	916846/916846	---MCZ	200	added ('OK')	text/html	etag:W/%2241636b232e4048f4bcfa2e8ecb74c89f%22	https://www.duana.info/en/changement-de-time-line	C:/My%20Web%20Sites/task1234/www.duana.info/en/changement-de-time-line.html	(from https://www.duana.info/en)
04:01:11	941410/941410	---MCZ	200	added ('OK')	text/html	etag:W/%22e0edd1a37829af50df090da8a59b26fc%22	https://www.duana.info/en/les-plumes	C:/My%20Web%20Sites/task1234/www.duana.info/en/les-plumes.html	(from https://www.duana.info/en)
04:01:13	984500/984500	---MCZ	200	added ('OK')	text/html	etag:W/%22dd1f4673510f6dbc96d762dd08260fa1%22	https://www.duana.info/en/les-heures-miroirs	C:/My%20Web%20Sites/task1234/www.duana.info/en/les-heures-miroirs.html	(from https://www.duana.info/en)
04:01:16	933729/933729	---MCZ	200	added ('OK')	text/html	etag:W/%222cae2f73b8a0e987f2d249d4cc26096c%22	https://www.duana.info/en/cycles-d-incarnations	C:/My%20Web%20Sites/task1234/www.duana.info/en/cycles-d-incarnations.html	(from https://www.duana.info/en)
04:01:18	917504/917504	---MCZ	200	added ('OK')	text/html	etag:W/%2217bed286b8927720a1e4c2c1ed9cb5b0%22	https://www.duana.info/en/les-outils-de-divinations	C:/My%20Web%20Sites/task1234/www.duana.info/en/les-outils-de-divinations.html	(from https://www.duana.info/en)
04:01:21	920924/920924	---MCZ	200	added ('OK')	text/html	etag:W/%2252ffdfde655f1415290caf941ca62bf8%22	https://www.duana.info/en/la-planche-de-divination	C:/My%20Web%20Sites/task1234/www.duana.info/en/la-planche-de-divination.html	(from https://www.duana.info/en)
04:01:24	910494/910494	---MCZ	200	added ('OK')	text/html	etag:W/%22871d15422661c657df5a6e2c8d2aa7c1%22	https://www.duana.info/en/les-runes	C:/My%20Web%20Sites/task1234/www.duana.info/en/les-runes.html	(from https://www.duana.info/en)
04:01:26	912435/912435	---MCZ	200	added ('OK')	text/html	etag:W/%223312535cabbb34e5f64873d96ec0e2c0%22	https://www.duana.info/en/copie-de-les-chandelles	C:/My%20Web%20Sites/task1234/www.duana.info/en/copie-de-les-chandelles.html	(from https://www.duana.info/en)
04:01:29	920442/920442	---MCZ	200	added ('OK')	text/html	etag:W/%220151640238071c58062661abf21e9f46%22	https://www.duana.info/en/copie-de-la-boule-de-crystal	C:/My%20Web%20Sites/task1234/www.duana.info/en/copie-de-la-boule-de-crystal.html	(from https://www.duana.info/en)
04:01:32	921809/921809	---MCZ	200	added ('OK')	text/html	etag:W/%22348d603c019cfc59cccdd9a52d4fbbb4%22	https://www.duana.info/en/la-boule-de-crystal	C:/My%20Web%20Sites/task1234/www.duana.info/en/la-boule-de-crystal.html	(from https://www.duana.info/en)
04:01:35	910964/910964	---MCZ	200	added ('OK')	text/html	etag:W/%223114810af67b074dd7d87cb01cae5f93%22	https://www.duana.info/en/les-cartes-divinatoires	C:/My%20Web%20Sites/task1234/www.duana.info/en/les-cartes-divinatoires.html	(from https://www.duana.info/en)
04:01:37	923496/923496	---MCZ	200	added ('OK')	text/html	etag:W/%222800ccdacc923bff4e0bfed317b1c8ab%22	https://www.duana.info/en/lithoth%c3%a9rapie	C:/My%20Web%20Sites/task1234/www.duana.info/en/lithoth%c3%a9rapie.html	(from https://www.duana.info/en)
04:01:39	916993/916993	---MCZ	200	added ('OK')	text/html	etag:W/%220140254becc2a14eb0d6b73597f78ba2%22	https://www.duana.info/en/reiki	C:/My%20Web%20Sites/task1234/www.duana.info/en/reiki.html	(from https://www.duana.info/en)
04:01:42	958898/958898	---MCZ	200	added ('OK')	text/html	etag:W/%22323bd4f090b8ff847ae6857265def1d1%22	https://www.duana.info/en/vip	C:/My%20Web%20Sites/task1234/www.duana.info/en/vip.html	(from https://www.duana.info/en)
04:01:43	801314/801314	---MCZ	200	added ('OK')	text/html	etag:W/%22340129bb60364ee6755930fc58aa2b63%22	https://www.duana.info/en/livestrea	C:/My%20Web%20Sites/task1234/www.duana.info/en/livestrea.html	(from https://www.duana.info/en)
04:01:48	1017663/1017663	---MCZ	200	added ('OK')	text/html	etag:W/%22129b4eee7b55c862ff090cdba71b2d5e%22	https://www.duana.info/en/plans-pricing	C:/My%20Web%20Sites/task1234/www.duana.info/en/plans-pricing.html	(from https://www.duana.info/en)
04:01:48	1514/1514	---M--	200	added ('OK')	image/gif	etag:%225d5637c1-5ea%22	https://www.paypalobjects.com/fr_FR/FR/i/btn/btn_donate_LG.gif	C:/My%20Web%20Sites/task1234/www.paypalobjects.com/fr_FR/FR/i/btn/btn_donate_LG.gif	(from https://www.duana.info/en)
04:01:50	43/43	---M--	200	added ('OK')	image/gif	etag:%225d5637c1-2b%22	https://www.paypalobjects.com/fr_FR/i/scr/pixel.gif	C:/My%20Web%20Sites/task1234/www.paypalobjects.com/fr_FR/i/scr/pixel.gif	(from https://www.duana.info/en)
04:01:50	1791172/1791172	---M--	200	added ('OK')	image/gif	etag:%22e9872d2224b21971a8ec392ca3f7d935%22	https://static.wixstatic.com/media/b540df_6e6521ce4bbb488ebaa3f972cd31ab9d~mv2.gif	C:/My%20Web%20Sites/task1234/static.wixstatic.com/media/b540df_6e6521ce4bbb488ebaa3f972cd31ab9d_mv2.gif	(from https://www.duana.info/en)
04:01:51	25112/25112	---M-Z	200	added ('OK')	application/javascript	etag:W/%226dcd805da3c0da864bde837cc6654308%22	https://static.parastorage.com/services/wix-thunderbolt/dist/8875.d06b9c87.bundle.min.js	C:/My%20Web%20Sites/task1234/static.parastorage.com/services/wix-thunderbolt/dist/8875.d06b9c87.bundle.min.js	(from https://www.duana.info/en)
04:01:52	65254/65254	---M-Z	200	added ('OK')	application/javascript	etag:%225b6773578af8dd5591339930c2b29024%22	https://browser.sentry-cdn.com/6.18.2/bundle.min.js	C:/My%20Web%20Sites/task1234/browser.sentry-cdn.com/6.18.2/bundle.min.js	(from https://www.duana.info/en)
04:01:53	468/468	---MCZ	200	added ('OK')	text/xml	etag:W/%221d4-lsUU/H8fVb41hTLs/XI3L1CidNU%22	https://www.duana.info/sitemap.xml	C:/My%20Web%20Sites/task1234/www.duana.info/sitemap.xml	(from https://www.duana.info/en)
04:01:54	2961/2961	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2011%20Dec%202024%2011:01:31%20GMT	https://www.duana.info/feed.xml	C:/My%20Web%20Sites/task1234/www.duana.info/feed.31.delayed	(from https://www.duana.info/en)
04:01:54	135217/135217	---M-Z	200	added ('OK')	application/javascript	etag:W/%228cd8b5d9c0f7b032c109836e2ebc5a6a%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.367ce018.bundle.min.js	C:/My%20Web%20Sites/task1234/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.367ce018.bundle.min.js	(from https://www.duana.info/en)
04:01:54	257755/257755	---M-Z	200	added ('OK')	application/javascript	etag:W/%22317b7257f9bf51070507427313313b2b%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.9eacba57.bundle.min.js	C:/My%20Web%20Sites/task1234/static.parastorage.com/services/wix-thunderbolt/dist/main.9eacba57.bundle.min.js	(from https://www.duana.info/en)
04:01:55	166/166	---M--	200	added ('OK')	application/javascript	etag:%227276034de396f62e15b7cc118d61c360%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.1d21f023.bundle.min.js	C:/My%20Web%20Sites/task1234/static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.1d21f023.bundle.min.js	(from https://www.duana.info/en)
04:01:55	73015/73015	---M-Z	200	added ('OK')	application/javascript	etag:W/%229becc40fb1d85d21d0ca38e2f7069511%22	https://static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	C:/My%20Web%20Sites/task1234/static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	(from https://www.duana.info/en)
04:01:55	10751/10751	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e91b2616629791b375867c298dc846cc%22	https://static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	C:/My%20Web%20Sites/task1234/static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	(from https://www.duana.info/en)
04:01:55	131835/131835	---M-Z	200	added ('OK')	application/javascript	etag:W/%227d4842a904e5d5d1b19240075998b111%22	https://static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	C:/My%20Web%20Sites/task1234/static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	(from https://www.duana.info/en)
04:01:56	177457/177457	---M-Z	200	added ('OK')	application/javascript	etag:W/%22aed1241a2bcf0fc3574b74d353d9f008%22	https://static.parastorage.com/services/ecom-platform-cart-icon/1.1116.0/CartIconViewerWidgetNoCss.bundle.min.js	C:/My%20Web%20Sites/task1234/static.parastorage.com/services/ecom-platform-cart-icon/1.1116.0/CartIconViewerWidgetNoCss.bundle.min.js	(from https://www.duana.info/en)
04:01:56	6088/6088	---M-Z	200	added ('OK')	application/javascript	etag:W/%220022d406fbbd37299590c9dfcb9e8438%22	https://static.parastorage.com/services/wix-thunderbolt/dist/browser-deprecation.bundle.es5.js	C:/My%20Web%20Sites/task1234/static.parastorage.com/services/wix-thunderbolt/dist/browser-deprecation.bundle.es5.js	(from https://www.duana.info/en)
04:01:57	2961/2961	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2011%20Dec%202024%2011:01:35%20GMT	https://www.duana.info/decodeURIComponent(e	C:/My%20Web%20Sites/task1234/www.duana.info/decodeURIComponent(e.3a.delayed	(from https://www.duana.info/en)
04:01:58	9800/9800	---M-Z	200	added ('OK')	application/javascript	etag:%227f6a360bf47f00b1714dc34cc20ec4bd%22	https://static.parastorage.com/services/tag-manager-client/1.875.0/siteTags.bundle.min.js	C:/My%20Web%20Sites/task1234/static.parastorage.com/services/tag-manager-client/1.875.0/siteTags.bundle.min.js	(from https://www.duana.info/en)
04:02:05	942940/942940	---MCZ	200	added ('OK')	text/html	etag:W/%228739ab307c4061c75277446ffd3dfc7b%22	https://www.duana.info/a-propos	C:/My%20Web%20Sites/task1234/www.duana.info/a-propos.html	(from https://www.duana.info/)
04:02:08	1115835/1115835	---MCZ	200	added ('OK')	text/html	etag:W/%221a85ba1f5bab471e18d1fcdf1c00ba2b%22	https://www.duana.info/loyalty	C:/My%20Web%20Sites/task1234/www.duana.info/loyalty.html	(from https://www.duana.info/)
04:02:11	924609/924609	---MCZ	200	added ('OK')	text/html	etag:W/%2266590bd74f60b3aefa6c0e4f761151da%22	https://www.duana.info/calendrier	C:/My%20Web%20Sites/task1234/www.duana.info/calendrier.html	(from https://www.duana.info/)
04:02:15	975886/975886	---MCZ	200	added ('OK')	text/html	etag:W/%2285359735b7e7b8187b9f800a90c5d598%22	https://www.duana.info/contact	C:/My%20Web%20Sites/task1234/www.duana.info/contact.html	(from https://www.duana.info/)
04:02:19	1008902/1008902	---MCZ	200	added ('OK')	text/html	etag:W/%2269d38835a63746d44eb6d1f2306cdc8c%22	https://www.duana.info/refer-friends	C:/My%20Web%20Sites/task1234/www.duana.info/refer-friends.html	(from https://www.duana.info/)
04:02:21	941358/941358	---MCZ	200	added ('OK')	text/html	etag:W/%2260bd8b26a753408778d88ecf98cc720b%22	https://www.duana.info/faq	C:/My%20Web%20Sites/task1234/www.duana.info/faq.html	(from https://www.duana.info/)
04:02:24	928333/928333	---MCZ	200	added ('OK')	text/html	etag:W/%2220b8eff6cb192f413739e500f182fcb4%22	https://www.duana.info/politique-de-confidentialit%c3%a9	C:/My%20Web%20Sites/task1234/www.duana.info/politique-de-confidentialit%c3%a9.html	(from https://www.duana.info/)
04:02:27	942708/942708	---MCZ	200	added ('OK')	text/html	etag:W/%227a070e2c398467e955141f9854106327%22	https://www.duana.info/copie-de-lithoth%c3%a9rapie	C:/My%20Web%20Sites/task1234/www.duana.info/copie-de-lithoth%c3%a9rapie.html	(from https://www.duana.info/)
04:02:33	1080946/1080946	---MCZ	200	added ('OK')	text/html	etag:W/%22a545a4d252950f3639b8bd374b96e47a%22	https://www.duana.info/book-online	C:/My%20Web%20Sites/task1234/www.duana.info/book-online.html	(from https://www.duana.info/)
04:02:38	1338193/1338193	---MCZ	200	added ('OK')	text/html	etag:W/%22c3b136cea1f83d48ff4616b3af45fc4e%22	https://www.duana.info/services	C:/My%20Web%20Sites/task1234/www.duana.info/services.html	(from https://www.duana.info/)
04:02:39	929775/929775	---MCZ	200	added ('OK')	text/html	etag:W/%22f545e95808babc88a3283628d2b83f6d%22	https://www.duana.info/l-%c3%a9veil-spirituel	C:/My%20Web%20Sites/task1234/www.duana.info/l-%c3%a9veil-spirituel.html	(from https://www.duana.info/)
04:02:41	933744/933744	---MCZ	200	added ('OK')	text/html	etag:W/%22bb4a89d8c83dc481f0b526b785b41128%22	https://www.duana.info/empathe	C:/My%20Web%20Sites/task1234/www.duana.info/empathe.html	(from https://www.duana.info/)
04:02:44	919878/919878	---MCZ	200	added ('OK')	text/html	etag:W/%22677047bdcf345b0e94443c30f96ca5fa%22	https://www.duana.info/medium	C:/My%20Web%20Sites/task1234/www.duana.info/medium.html	(from https://www.duana.info/)
04:02:47	919932/919932	---MCZ	200	added ('OK')	text/html	etag:W/%22985e0b8bcbe45f1fd16e9e3b2692eb38%22	https://www.duana.info/voyante	C:/My%20Web%20Sites/task1234/www.duana.info/voyante.html	(from https://www.duana.info/)
04:02:49	917245/917245	---MCZ	200	added ('OK')	text/html	etag:W/%22644708fa5c18352352df06e7c0f3ee75%22	https://www.duana.info/gu%c3%a9risseur	C:/My%20Web%20Sites/task1234/www.duana.info/gu%c3%a9risseur.html	(from https://www.duana.info/)
04:02:52	925354/925354	---MCZ	200	added ('OK')	text/html	etag:W/%2231bd0bd14425d7519c50b6f931b13f81%22	https://www.duana.info/chamane	C:/My%20Web%20Sites/task1234/www.duana.info/chamane.html	(from https://www.duana.info/)
04:02:55	910128/910128	---MCZ	200	added ('OK')	text/html	etag:W/%2292504430432e9cb98646b838ad85e60b%22	https://www.duana.info/signes-et-messages-de-l-univers	C:/My%20Web%20Sites/task1234/www.duana.info/signes-et-messages-de-l-univers.html	(from https://www.duana.info/)
04:02:57	927361/927361	---MCZ	200	added ('OK')	text/html	etag:W/%228a90ed7e4240c77ecacba3afb8feee46%22	https://www.duana.info/taux-vibratoire-vibratory-rate	C:/My%20Web%20Sites/task1234/www.duana.info/taux-vibratoire-vibratory-rate.html	(from https://www.duana.info/)
04:03:00	918833/918833	---MCZ	200	added ('OK')	text/html	etag:W/%22a97beb68df132c04dafcd63f627250f1%22	https://www.duana.info/changement-de-time-line	C:/My%20Web%20Sites/task1234/www.duana.info/changement-de-time-line.html	(from https://www.duana.info/)
04:03:02	942109/942109	---MCZ	200	added ('OK')	text/html	etag:W/%2257ca81d331eb09f46f1624d8322f28df%22	https://www.duana.info/les-plumes	C:/My%20Web%20Sites/task1234/www.duana.info/les-plumes.html	(from https://www.duana.info/)
04:03:05	994813/994813	---MCZ	200	added ('OK')	text/html	etag:W/%22edb106f08bb346c0fd8b8303045f5b4d%22	https://www.duana.info/les-heures-miroirs	C:/My%20Web%20Sites/task1234/www.duana.info/les-heures-miroirs.html	(from https://www.duana.info/)
04:03:08	937582/937582	---MCZ	200	added ('OK')	text/html	etag:W/%223c0f8df36def1f8e686744497489ba1b%22	https://www.duana.info/cycles-d-incarnations	C:/My%20Web%20Sites/task1234/www.duana.info/cycles-d-incarnations.html	(from https://www.duana.info/)
04:03:10	919271/919271	---MCZ	200	added ('OK')	text/html	etag:W/%220e3f4ddec1cec7f7bd5b9fe3749b93c3%22	https://www.duana.info/les-outils-de-divinations	C:/My%20Web%20Sites/task1234/www.duana.info/les-outils-de-divinations.html	(from https://www.duana.info/)
04:03:13	924781/924781	---MCZ	200	added ('OK')	text/html	etag:W/%220de61b93d2f63e3428c6f9ab50991a3e%22	https://www.duana.info/la-planche-de-divination	C:/My%20Web%20Sites/task1234/www.duana.info/la-planche-de-divination.html	(from https://www.duana.info/)
04:03:16	912289/912289	---MCZ	200	added ('OK')	text/html	etag:W/%22f2db7f9daabd5e7bfabe061e3d828f60%22	https://www.duana.info/les-runes	C:/My%20Web%20Sites/task1234/www.duana.info/les-runes.html	(from https://www.duana.info/)
04:03:18	913825/913825	---MCZ	200	added ('OK')	text/html	etag:W/%22b11d0291b6a5602ef5a99f59235b7d66%22	https://www.duana.info/copie-de-les-chandelles	C:/My%20Web%20Sites/task1234/www.duana.info/copie-de-les-chandelles.html	(from https://www.duana.info/)
04:03:21	923061/923061	---MCZ	200	added ('OK')	text/html	etag:W/%22c52a41e0d93bf3ca7101bb721c3adfde%22	https://www.duana.info/copie-de-la-boule-de-crystal	C:/My%20Web%20Sites/task1234/www.duana.info/copie-de-la-boule-de-crystal.html	(from https://www.duana.info/)
04:03:24	925257/925257	---MCZ	200	added ('OK')	text/html	etag:W/%22e87191c73cf7469de5b248b6176fc97d%22	https://www.duana.info/la-boule-de-crystal	C:/My%20Web%20Sites/task1234/www.duana.info/la-boule-de-crystal.html	(from https://www.duana.info/)
04:03:26	912480/912480	---MCZ	200	added ('OK')	text/html	etag:W/%228c6e2b2dd9129df78d8e02bbe831d3bb%22	https://www.duana.info/les-cartes-divinatoires	C:/My%20Web%20Sites/task1234/www.duana.info/les-cartes-divinatoires.html	(from https://www.duana.info/)
04:03:32	920916/920916	---MCZ	200	added ('OK')	text/html	etag:W/%2201d68e63e5c3070c86c146919876f5df%22	https://www.duana.info/reiki	C:/My%20Web%20Sites/task1234/www.duana.info/reiki.html	(from https://www.duana.info/)
